cust_id,customer_type,parent_company_flag,CUST_GRP_ID,BRTH_DT,language
4d6b999968b25faf92a84ef108afaef563b5d83d6057f315e781ead39bf67e33,SME,1,,2000-2004,RUS
37429d4c41a513d320377b5c03241924a3c8838117008470946bf6dec1f1bb43,SME,1,,2000-2004,EST
171aa77f037e1f9ec7ceaf715171c04465a90bd1ff7d3b22766b68df611b17df,SME,0,de5178285905dc19ae681db54afade2f7b1512899e588a5498509cb7ebbc180b,2010-2014,RUS
47a77c6561f0a2bff8795fe946508f256844147025decee0ec2532eb74bb4ee8,SME,1,7696a4ccfeccb92775e8b81147327af11edf01351413d7c3660cde49c5e179fd,2005-2009,EST
6474c286089f52b37303c81f67a5bf12f6f0d9a9fa3297dd6082dcddf87e6369,SME,0,3a26aafca2043a7f82ff3d5ddc9ae6e5a748c97c1ecfb2173aeee10a5bb16367,1995-1999,EST
973ac8e9e9e371d2441805f734fcd88a6f7dcf5025dd70327e90668fd3f5e797,SME,0,0a4e326266b4077a8808753669af91ce3d6bf2d33fe10aacbb8ddf09750cca6c,1995-1999,EST
931311dc8fd485aa61bd36bada69c55faf70337b3940906380fb0d25df951da1,SME,1,,1995-1999,EST
dc1036d065d7a2b550e91d507df3f76ea723e4b64906153bd8d0bfedaa680ec9,SME,1,,2010-2014,EST
51f307316f460d7167e01296ecdc85ec8d752f76212db24f020b2225a319a123,SME,0,e7d837dd9c3f0a9f41607e8cd1e8b7a50a9f2d8faf545f655a958477feb63530,2000-2004,EST
fed3cf69a004eda573d0922299398f8867d340a7342e67bf3e1e82e93e06bcd9,SME,1,,2020-2024,EST
2c316a2e4d3ee1c02a70cdb755bf69db72b0ae3b2805d9499f17e7f5ebafa933,SME,1,,2020-2024,RUS
819e88b0da398b6a94670bf7c7f27138546a2b8be98b3f4ce92d343e55943362,SME,0,5d126796567d4d229d4e4a806021a00625abd002be63e4adf15f883cc8449f58,2005-2009,EST
f5bbc4c8cf155b9c3145a3c1ce16c93eae41fd39452eb08c2e6b74747d1ae94a,SME,1,,2010-2014,EST
af73d0f5ee699d5b69eb18a000eb4a23a207a1e3f311c8f644e3e25266d3ef2b,SME,0,b69d958bf211979176c3d8ca04d3317d58407c269c71375d53f5487a273194cc,1995-1999,EST
22f54eddc27946e5802ba3fa67d4942d43b3f5370eecb58a7d81904884eff229,SME,1,,2010-2014,EST
24ead4075cd83808cb3ed91592a7dc4adff7eafcbbe44cc36038093a0342ea3f,SME,1,,2005-2009,EST
3758cf1e18f95e33d96a465f6d6977c8ba4b147b517295ccde41fb6f06993404,SME,1,,2000-2004,EST
94bd766e18507355023998f64dbc4741ae0b52f16130c2af1761ca06e17adaf3,SME,0,3655de836627d0fba2d26851e953e408082ad93fcc2c287ccf8f02a00dd11eec,2000-2004,EST
10a2c1587278f4b4b9555ca854111066a6416abe5415a68ffa8cc49dbb8e3e20,SME,1,,2020-2024,EST
1f32af12237e20233e3199f71dc447fe395b2784c03b16da360aa773cab23278,SME,1,,2015-2019,RUS
33e103e5deb169609df3b4560f3e405a66ed5ac29e1689a08c26fc9367e278d2,SME,0,7dd396ad503cab882042b0c20bcfc5fa2e49102b293ed104558629cfa6eeef6d,2000-2004,EST
356bae7a5758946b94e2dd6ac31aa41aa40191a74fdf3754c52a7eb8401a1e71,SME,1,,2000-2004,EST
4882230c849a33f3df1e8be7fa2cb35d032c1560401d79dcdb52e98d459162cf,SME,0,c4e5d179af5fc75683a30dbc5bfc2caca5eba1f864214d0f066f9a6b3139dfd5,1995-1999,EST
b3acc6ed7a6effa87aade52cbe1788c691eb5a9aae02061a971c8065e6847149,SME,1,,2000-2004,RUS
66e2f067881d000c918b59781237cfff135a379bc6a87fee4e77cbee1886fb98,SME,0,ab5d5ba8dd3d03c91133a6f99ff0711866130b74d45c72dda77108d7576c05e3,1900-1904,EST
04cb0f16cf177d455b1a73327a9ef82f8a4542a90a474965fbe1339e23651bb3,SME,0,b9e4f862f614814a0c97fa9868fef211d34a02e3007e321e7c6e8ffecc618eee,2005-2009,ENG
ed78576b390d12069d756566b1bdf53728fe635a206f70d59d9face3bb263df2,SME,1,,2015-2019,RUS
295547bb4cdc44019ac261fc5a3503512e4ab78ea9cff11b16e292e50d2ddd82,SME,0,0f8e2423a0688cd6c6e2aac62a0af418e2d624061f3f0a9e8156c4f6dd81990a,1995-1999,EST
1ebeda03bd0231c32c01d13c5035512ce074a2d5496b238c7ef77ddcce658fda,SME,1,,2020-2024,EST
b2ca703e213130c530f79412d5771f27a21aa4764dcfb7749e26b9b8f715a6a6,SME,0,0f4e731b33dd68e0e12db660e3f7d3c5adc91ef49cd974713c4252b4cf79cc24,1995-1999,EST
f26860fd4718bd1b7d154da742cf8a33dc516645c383167801506ca510abeec9,SME,1,,1990-1994,EST
a15bf4769be979db36d36eb9547ea33fd5110e2b12bac4ea07e1ba5a8154eef2,SME,1,,2020-2024,EST
c7a7ee09bf0845468bafb714b70d86b67a2911f5cc6fa868d013d8713c642dfe,SME,0,b8540d8d2e4669486353462a1e2883892caf0f0555872a66fb87d3f0aca7ed69,1995-1999,EST
f45faa6be3ca0b017c7f6262b3cae4173c762f28b1bee13224ede467926b78a2,SME,1,,2000-2004,ENG
7f008aa9d3ff3740344063bfab88d7068488783f7159d6824410a7b12d6590de,SME,1,,1990-1994,EST
b8ae3ceb5fe38da44b57bb88609c51fe705776333d66242b12e231349036c4ff,SME,1,,1990-1994,EST
e0d0289d7595abc20cd3be377848d1fea1ca813b3d540760a05ad0eb017d5a3d,SME,1,,2015-2019,EST
7971cbcd62d1215bd45280a3dba6f7fa76fe1064ba4c6c1e8136e985acf6e780,SME,1,,2005-2009,RUS
2636e257eb2f43cb2ab63bc0df6b650dced33cfaac98d06739c6f9507b9b7f4c,SME,1,,2015-2019,EST
c20f46c02d97791b6130839128b62ab27cb60a6fd1576ec10dc2aac6063e9177,SME,0,f2e60011538b5586f421d495e660c5608d079ebd283b857486b511268723bd98,2005-2009,RUS
9e7b245f33dc66227a4148bd1b52616eaf243f7c9f8129d9ddba4792126bdbd1,SME,0,370bc0999ccd8413773306e9614ef4e3d3f062ef9492367d22cf347e202a074e,2015-2019,EST
ce00ce9641cedb466f9282355f3f2314d4a4d811c870b0b1175cefa77c44538b,SME,0,,1995-1999,EST
b1259b9676172674c992ec8ee1ce31f618ad244c3fa90663150159213e84b74e,SME,1,,2000-2004,EST
cc90d1e1c2a266bf1aacc38abcbff55ca2593ad19b9a4e14eb10d3abd39447de,SME,0,ffb2a6311dcf956a3458739f13fcf69ad21b6f03f33a00ae9fa9a4c547bd03a2,2015-2019,EST
80571bc865d0ea4c4e9ff3b11c608994466f6d013503302d77eaea9dd7a8c683,SME,0,62da422a4985089578c56e00287466af6c244bc4ef80a74bedac04c1db1ccab8,2010-2014,EST
f92dad99bf8d4955bb4137ff6658db4233eeda1dab0f95404b29e6340c2d0a59,SME,1,,2000-2004,RUS
a4060ddcc92a4f0a9aedbc6889937cb9a8a1cae5fe1aa08398310ecdcbd23d79,SME,1,,2005-2009,EST
828bdfd07e3abb0050bff0af0d7edac753255e93fa72845b070efb4871dfd55a,SME,0,2aad01b1a134d2048677c82827b65faef2a577afbac56110759980e4b8e54fe9,2005-2009,EST
acc1721c0587aafb40f276588a1c1a9b069ee443cef11d9b96fc49b663391fb9,SME,0,,2015-2019,RUS
c8df40b557f4e307a0b431050914bc33598f44e576ceeddcf84789198b9cfa9a,SME,0,c979de29063ec7cbfd604c90ca2b1096afca5679dff92a2859f123f837a53a52,2015-2019,RUS
6c694c102c81f3abe08e08e5ae729a0cb67dee2f04db5e974d238980b4d351d7,SME,0,9c376a2026484a64c17bb0b515ab8a953f53bb716cd626a6e981dafef8e4e1fb,1990-1994,RUS
2a784ff9ace06a7f6f352da27e5881bd6e8817eb55344cbdedd7666d2a8a6736,SME,1,,2020-2024,EST
a921c54b47a5707f3984cf373195cf3f45a74fddf7860a1333948407e739c64a,SME,1,,2010-2014,EST
40eeb4ab94a4e977f1369b487c0dec8686c142dbce727a1c7df1d1ada782b0b6,SME,0,c2cb3dc2bfde95fff733f45ea00af70ea7f0cf1d4128dde344a404a81ac5c6a9,1995-1999,EST
5f31a32a1e53abe756997d5c19d047104bc2fbeefe483b300132c4070cbdb1b9,SME,1,,2015-2019,RUS
f77ac83d1b13e52637dc9889f3c275f2ba4b9873f3e2f88a9fe8b698a7f99f77,SME,0,8dd6754c7cb8c619ce4d582b1abc527ca84d287ab02a3d7160359b3751343796,2000-2004,EST
1b89743da089e5ec62c7244dc06e1f444e32580d49e2998d71d73c62d3da7365,SME,0,d8c2b3bbfd5fdf85723d4096a46506a39e0505808c70819a451e541b897aca7b,2005-2009,EST
bc1776de06f494435343b3a7ffa39709bf982792dc8661ae70a2e800817299ab,SME,1,,2000-2004,RUS
57e832f0ed2668ce82267a102af6b1d0f57843d1d91ac416b4542edf218a2ef6,SME,1,,2005-2009,EST
f358b706f3c6fd9cf856389aaf1adb2404d15cae6ec7a263de1e007ddbd3b578,SME,0,a7cc6b8823e6fb92aa1f05be7252e6494fb38e7c255464a363938f701bff25ae,1995-1999,EST
39e10006265724846e556f2f52108b9400348fa9c84be34c551cd31dcf5e7e40,SME,1,,2010-2014,EST
7d6946cb0965b4da561c4048eca3d7858a606a71ef676c4c452c8fe79e9198b1,SME,1,,1995-1999,EST
b80dd4f8da4504c16954d2bc799bdc179bc555081a3cd7e34e9ab985433d3dec,SME,1,,2010-2014,EST
3f48415c426e16f14fd160272a63b7367290a586aa8f84497238ddb40354427c,SME,1,,2020-2024,EST
b15a35aa660f1da3fecaf6b877d09062f50b87ff53282cdc0b831906b6b3c772,SME,0,5f8bc6cd30f95bafdf23d12a30b59c626c5ac5795d78170541876cea431cc7bb,1995-1999,RUS
8e58fc88a73e23cd3df8eaa3d8fb2623bb819ba31ed817bc4ef90720d6bcc1cc,SME,1,,2010-2014,EST
d6cda88a1a810d65bcde0695601aa12f7325f6fb6922627bbfc8261713f35ff7,SME,0,cdc7f515d5125ca62b3d5719ff42f527e82d21312094ca1087fbd97bc1270e7a,1900-1904,EST
18cc56a1f6bb165bab5907b30040e5443d50e1ef41867c6908fb350f8201bea3,SME,0,acfcc68252b81eeb478612ec21f8170aaa43ad0b440903a68f348a5019819da3,2015-2019,EST
2b53ecbcc4f4b5e256295347dcc29780507d8b802fc38121d13b5754e4a77002,SME,1,,2005-2009,EST
d324d329d5c320f73156226554cf225f2cae348c52b150061305837c9d6554a4,SME,0,75b889dfbb0a6c1dbf2a3795740f93b04ed94adc9e6e073fbabb6e27e9aabb93,2000-2004,EST
4e1e904f361c2fa34b64da4f6ff7222e98454fb873fce02ff7877d5f08f3d806,SME,1,,2015-2019,EST
7540ef079ec3dfc57fb11246e1c844d7d11e3b9eb8bda417ef1f07e1d53e24c1,SME,1,,2015-2019,EST
128cc2366e71e12e6c5e5ae107f36a410ab0db3e324c644f55ec587ecc8d681b,SME,1,,2020-2024,EST
bc5de7ef7a0ccfc9e231b156c6aa7e04d71a812596ef428a3a1b0b6ca533e8da,SME,1,,2010-2014,RUS
0b027d130a965d0dd03683055d14868929fe2810ce9459469b2af35a47b326f9,SME,0,969497c34f8b872c339b23f3ef6daceb769eed96867a8d616b90c834d9b4859d,2010-2014,EST
0c7932a7e9e11c8efd050341a9f9a4cde98c4b3b3ea32152e6c6e1fafa4adc42,SME,1,,2010-2014,EST
3c4f1d8270864d75da0010617b4f3a9b240bfd68a87b7fa0f0c655a7ea0fbbc6,SME,0,44fd5c66fdbe7e4ef5b19f5bf9e7f479fdfa7b4537f0ddeacb3ebe9023c5296a,2015-2019,EST
964b26191619c4868e467626829f23564efea275a2d1c26313389bc5701129df,SME,1,,1995-1999,EST
72ff6a450ad7047758e997bbd72dc05b1c6d35df90507e968e594fc80b568bb8,SME,0,492d5bfb3ae4e7e469ab6903b36bd0decde7577f0f6c3f6934f5f93fc097a37d,2000-2004,RUS
6108018781862e2b59ea7f3a2b4e1447a3262190c6fb0413fe0eac995a5c0db8,SME,0,f9fb0cae68ffda402632e9b5bc4a48185cea3d0443c2ef46e7a92b4074798cdc,2015-2019,EST
8e630b7ad82d77b57ec7033e32c993c5a4dd8a2732f98fbeae0cd60a8cf7afdb,SME,1,,2010-2014,RUS
a30bf9363cdf792cb9c5d639ad6fab8ab75a9eaf5e98957da30fe97acbb5cbec,SME,1,,2020-2024,EST
0b83f8e6f058b1a72e2f16dc03b1f8df4b683fd256185f480c0bef7f276d0f2d,SME,1,,2020-2024,EST
5963d94a3e5f13410d42f6fa28110b0b2e30d68761580829cc88e9041fe3d495,SME,1,,2015-2019,EST
f8258f2069b179cceac57f4731646d02565a134b075bf06540c9cdb0631a7353,SME,1,,2010-2014,RUS
01a37f0fbc7245a14b2dee8b1a3146ac52a3f0a8b89d5fe0f7f14041834f6a24,SME,1,,2005-2009,ENG
31ba57979774e7b2250ca058af3492a8c528adc088b0ef4d6e645578483bf9a9,SME,1,,2015-2019,EST
6fb60f499b5bc6f09a17d7729a847a746595932618fad3c4d55c33f3ea44b25d,SME,0,468353d73d555697c192490dd474873bdb752f324eb13639e279778cec5b2852,2000-2004,EST
24c35caa34a933a7d69bc76fe5c408e6925431c23988ea2524a95df801197020,SME,1,,2015-2019,RUS
56dd94a33881674df8d91eda06fdfb608f5d315bc7e955b0624105b4e721bd7a,SME,1,39ab7d913ee2bb369a2b3f627d3908afb853991729134d4080670bba5534d96c,2005-2009,EST
4c422d8e0924c53ba5a2e9588542b068262d856967580bfefd65e17f87f68bd7,SME,1,,1995-1999,EST
786b63819f3275fd26ad8460f328f1829a253aeb7e40ee9cbdde741c454a98cc,SME,1,,1995-1999,RUS
a50ab51196ec025849a451b1fa55a8127c1f4925f410154ed79c35290eab27a3,SME,1,,2000-2004,EST
c72100ad1e8a8a2cd14f19aa8707da7064af4d68ce63c2dd0a8ff85a92c9f73c,SME,0,a2a78376022889ad48ef2fadeebc2d8c2bbe5512499d3446cf890ba0d21441ea,1995-1999,RUS
ead7e9bc99aa6b7cf1ac5ba576bb96bb741af80bff41ff934dc20475b9a57de7,SME,0,97a125eedd6b965f041ed7e357252ec50afb68e8b660fb3e1baa2ae09dd735ad,2005-2009,EST
889288be1f98eb3cd038130385b1f2ea23e715dea6d22cbc8c095e039925d957,SME,1,,2005-2009,EST
0a39bd69329f082f0b564f4cc42e79b1aec36dcd0309adb4e632e30b312597f0,SME,0,686279ab5bdcbffcdb102d931fd58a62dd318157dc5647749c22a2170af2189c,2010-2014,EST
f54a026f7020e9b165f58f4622558f31eabd4d108e65d999f1af4b47b7565501,SME,0,cba6aaadbec6a29ecae4dae0d945cd5a02648dd1e8f12d33f9d0ac205d04f72b,2015-2019,EST
cfdca91214185ea1795d5050089454a73091ff14c90f45f9a083c87c0173bb6b,SME,1,,2015-2019,EST
97a3ae832b5c1a092f20b8ea6be8e3b73d217286f168280299d69007973d1e43,SME,1,,2015-2019,EST
9d33f07d37b6d4c13cdb3fd68d3126c18188c5f9bd1442717f1d8d3ac9c8327b,SME,1,,2020-2024,EST
a87b0da5c9f3e126472d93455eca7fd140ff784753d81af86ad8cd7e450f22c6,SME,1,,1995-1999,RUS
04e1d3e843b1a9969233d3896cdca1fec3070efd4920502312a0707000c5dbc8,SME,1,,2005-2009,RUS
99569f70ad3650feb44cfb3f789a78c1af4ae86cb642f0500f297e2c78dd09c6,SME,0,62bebda8e2c20d49fe77c77426252843bfaa06c1b8ac50538cb1590bfda18960,2020-2024,EST
1bb63e2b411d4cd7ac3e159428e6dc269617961efaf60a81e29ebecfe7cb1b31,SME,0,3d337ea774b2a95409e1b7e985da183f92258ca12cc345f308c34ac501e555c5,2005-2009,EST
7dea8b1d7475745122556845356995ffbda2cf46ae1cbb36894b3a3debb553ee,SME,0,fbfac1dc0a70cac45bbe26a06d11e8bf24a3a9ddaf5d190b8f99d03848c5d86f,1995-1999,EST
cc8d44796a372d325ee5a7de0961781c6ccc2edb62cc83324d43fd7ecf3f7191,SME,0,de5178285905dc19ae681db54afade2f7b1512899e588a5498509cb7ebbc180b,2005-2009,RUS
855cb250d4692812f1930bb2b19e0124c036a73f35fd0e6efe2310d4b11290ab,SME,1,,2015-2019,EST
b4c7526637617783244c4e714d84ebe9726c897361dcce70eed9ec3a578e3a28,SME,0,8c7a12dc2df1f534b9909a4a0f194ee1436ccfb7cc3fcb483b195e87d73774ee,2015-2019,RUS
84c0272068e9b96183c5c391a8188e6ab82cffdf01cfc26902d9b2c0725d27d1,SME,0,d37f826178235ec36916d2529f2e48cccf2cdea9132de92016a531930446550d,2010-2014,EST
431756e7b29236a1f0d7a99fcd7aedd5f8ff6c6bf82f42d3b3787e4548be17a6,SME,1,,2005-2009,EST
2c03a404111a0a44f3f473f1f209021e2c17dd72944684f1e62ffde228f98b6d,SME,1,,2015-2019,EST
a4dd52de2c635b2f8cbc6e7bbc6c8c97d2d1eafbb279a11f38d953775fbb49ae,SME,0,2728febcb14ac9906de597f2f982ea7da045e18cc4af494b13934178e7922f4d,2010-2014,RUS
f51c6be3903cfc21bb0d74fd1a0829ad8b5915c0fecfbdb9b9998675212898dd,SME,0,2de74caa100ee6d116ceff1d48f418e80a8b8dd73a07bc1d315d2304723894ec,2005-2009,ENG
af9a602df28f802a09169f082a1cb8bdba290f4a4e4768777ba4358b7fdf63ef,SME,1,,2005-2009,EST
a4b592552c86ed57171b809dceafb47ea20707bd116752237475831affd8dce5,SME,1,,2015-2019,EST
edb132d11122c77ac0d6631f2f4166fe953baf047d33cc724b4575cda43f978d,SME,1,,2015-2019,EST
41ba8f8d2c25231d009ca1fa344d2bc5fff7b147f437d8773344e044d2f8a6d6,SME,1,,2010-2014,EST
216358d5f1c47432c2a16b15359c8bc0306fb7f140c48662c5934675270ac8a8,SME,1,,2000-2004,EST
83d86f81236268056ed3b0833a76fbc7cef3187198a51b3b77aa9349bfc62baf,SME,1,,2020-2024,RUS
1a0fba41e54f6880eb177f22bcc7e0788431ef9f650804c6b065c0ff036ebf88,SME,1,,2020-2024,RUS
069bdbfe92ec3dbe924669809d52d6527c685a667e6f8035f3a5d90bc0427434,SME,1,,2005-2009,ENG
78912267a30fcf90edccbcdfa40c8ad8c078ecfe1ee3880bcb17fc6001d21d73,SME,0,c44ac6c3f0a6d1754361af4d621209bae1abd36f51b2efa5e863467a19913130,2010-2014,EST
aa0af6436fe515f538fac89b154ff7bfbb4e3a2031a426fdea8693ab5066307e,SME,1,,2015-2019,EST
ade7bbadeb85448f499782633d6b11572d5f3b521e65f0e5803fe47eb12baa9d,SME,1,,1995-1999,EST
7cabf58fd8b3f149e6260f86a82290fe2dea2a3a3b5924d1a642935683112985,SME,1,,2000-2004,EST
b99d9a1d848b571a5c3abeb5e338a665a23aee3e0dbbd9c899de8d9370cfd5bd,SME,1,,2000-2004,EST
e7f0206dcbe22408a32fb2c4b7306a5c8fa7c1fcbbbeefda6591d4a6e2f443f9,SME,1,,2005-2009,EST
0af2174e92e163faec9b757f5038b7219210bbe39bb7191e00cb563c81030565,SME,1,,2010-2014,EST
53a01fdb023d3fa98b2bcdb991842047e9469d4bb7ebff1935ac2d664251a084,SME,0,094ab058ba4f9bcd735f07e67269ebdedd61cef14c5cad3204743792a1fc4f83,2005-2009,EST
1159f0c7af41fc71b094e33706277ae7bbf4437bfb79623ed06ba541a30834fd,SME,1,,2010-2014,EST
637ce08a11136df38bc81a023d3a21992d3ab2d1d58b39b7f83e0090cb2e3887,SME,1,,2020-2024,EST
66a89434ac8bcbca0287db69a7b0b3f7c699c2767efb9a941fd9b2b6d8297485,SME,1,,2000-2004,EST
831c504fbb84c4de84954e967161be353db175b392b9dd69e54f2cc25a52c720,SME,1,,2015-2019,EST
c1c56126eed845ddb5ff974d3e752c9c6298fe3ac0a40178e2bbdc94ed3e229f,SME,1,,2015-2019,EST
22879084925abcd4a1971122b768dc762ebaf69415e7c7d5e0b5db4d465f0c55,SME,1,557e253999363f808ec2ed329398f504f0c544bc8ace096ac00718d16da3c116,1995-1999,EST
afeb545b7ec8847ae917d947f4e248d9bf8947944ffe73506b6a29cce159c81b,SME,0,716305e48cecc54ec18e99543a91c2399a49ad816adf616adfdf6e8334987f5e,2010-2014,EST
e6f5b5c09bc4db401d4518fe7e8eef7fb5b935542d5aa77393758f9f35e0d82a,SME,1,,2020-2024,EST
d5543f9b17768cdb4239872a7052ed143f15bc0560322639629e16a1573493ab,SME,1,,2005-2009,EST
20d4121393003f660f49d1ea9e7b7fbd7545e6d853afbaa5e8a02601e56ec707,SME,0,266bbf06c785a7995d55c337a0350ab023ba0d76f247cf0db41952dbc9f6970b,1995-1999,EST
27b66d6fd5957904676ef0b5c7be27d0642d117c43953e90da58f7ccf12c64d4,SME,0,f146ac5d0a971aed0c71ffdf375ec3d8cc09d83c254432863f98fb79248b2221,2010-2014,ENG
0f318fa315b2b502550d08a85f2144be3c3dc033f2ddaf5cb800c19042d48c84,SME,1,,2010-2014,EST
520d689b3bbfad1820eb23232e3645f3caa1b0fdb83c2f8cbafd80549a1b9651,SME,1,,2020-2024,RUS
328c1364e07ac783293b8af1c77ad276a5b31778399f52b667db8ffcf5e2cea2,SME,1,,1995-1999,EST
2d0d4fb962a2df7c6e581e4528bc6f4d79773ebfc9f2aba35ee32a692217fa8d,SME,1,,2010-2014,EST
ceec295bc97a3c6727adaf32e3eda1dc7a7d6b22512b5d4325070007582f587c,SME,0,d212ce536bfa9da365f89ebb61d580d89681295612170d43ad06cbc851018839,1995-1999,EST
0d10a64cd9e31e6c6ef088bcf5ff948d6db1fcb703848a187c97d6f3fe7ce923,SME,1,,2005-2009,RUS
1886202c619e5e77c9d98a0ad99be07fff420782db65e91ac885caa1f207fffa,SME,1,,2015-2019,EST
9ad638466c16bc3ff0463ceb5b23b8fe2af522fb061fdaa46e41b9cc2d4a8830,SME,0,3f4b9e472b2a31d1bfa8f7e5b2e20b583173c984b1198e9bf9200038335a120c,2000-2004,EST
cc992bf5dd4cee0174d1089d89033e4d94022e3accfacc2718ba6e63fb7d55ab,SME,0,bce6a273329925b51ef7fd2b074c608375ee59d6fb666a6803dfe6e85d1250a5,1995-1999,EST
7ded965554f671f1ebb1c8a2d50194f0e917d093acee1f648bd1b7c3faacb778,SME,1,,2015-2019,EST
4fed18f133b9328872755682329e4cdb62c7cb6459fc9e4980e75c730007e89e,SME,0,aeebcb7af227a3bc150e2b6869ceaa57b3692d71753a4a1d0943d14d83f67b47,2010-2014,EST
065b2c9bfdb1419a556e8f19bd21b01a9d41eee41db06d72bf338478f43ef549,SME,0,88a26b5939fc9ba9ff0bdf3b30e66798b7a5100d33abb0c27c323a84992fb302,2010-2014,EST
a78953c1ca2a727561d8913c20b41123baf0c6ed03de809d08edfd2aca918f18,SME,1,,2015-2019,RUS
661b8bc5e0fcd2a77fceedd28bb4875b2bf67dbe7c9725ca2489cce536cba972,SME,1,,1995-1999,EST
b49641c45ad672df670a48b0c315cf0ae7b7819245e9b75b6b5f448b2c1f1375,SME,1,,2005-2009,RUS
fe352c4bc7fca7f2370908e7224821daabfc213a8823f449fcb6741cf0a7a91d,SME,1,,2005-2009,EST
015a03199023ec1485bd99e3f6743aac4e0917404e2c153bcb8ddf52aae24748,SME,1,,1995-1999,EST
b8fb58244f1de907f673a9a391c395a9c2bd410e2463b89ca3a3bbdc12a6cb8e,SME,1,,2015-2019,EST
14ad255b6e0543e7bff504d48d76790fc02991d68318ee0503745c95552e8ad9,SME,1,,2005-2009,EST
17d7b14f79c6d21272b2c2fc6cac936437f73e242e952fec98bb7b1d25fe8baa,SME,1,,2005-2009,EST
85472d9b2aee8d4dc53b668b5adb21159b1130fdb9ff5c644db4d0dca5f2394a,SME,0,3630db78c118a29304036dc8460ba70f48654cff6ef3288bcf502de467dc84b4,2000-2004,EST
60984bdbf90bce5a530e18d45575eee64356c408dfd52b2ed937addb5d28f6af,SME,1,,2010-2014,ENG
